"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC101078238",9.35554945523803,6.23092962859449,1.79748929701266,3.46646271493799,0.00052735487014016,0.00799472261514922
"LOC101076343",22.9336538515031,4.62946005897099,1.11507088322759,4.15171818097426,3.29988462567311e-05,0.00096500544266277
"LOC115247664",882.324503049153,4.56113648950768,0.469042690068188,9.72435257192602,2.37410837749406e-22,4.52821604534033e-19
"LOC101063513",23.0762439241266,4.48541927026879,0.975264251342885,4.59918351779286,4.24150019020095e-06,0.000183399476738009
"LOC101072320",11.6813423517466,4.33390264846131,1.322783320169,3.27635114714602,0.00105157727954304,0.0133713893189895
"LOC101067963",1341.16047940927,4.25046953775586,0.276922144085606,15.3489694794574,3.59857408197811e-53,3.59055690153872e-49
"thbs1",1087.3326050612,4.06733795161865,0.341548140427529,11.9085349038276,1.06837963902232e-32,6.11326829448571e-29
"LOC101074542",4390.3490491787,4.03465896810962,0.263029335605588,15.3391976557306,4.18333554880428e-53,3.59055690153872e-49
"LOC101063073",152.156112867773,3.9994413470472,0.533300575371532,7.49941314850622,6.41041800687772e-14,3.22969969126521e-11
"LOC115250540",47.9801845363394,3.9839928486277,0.899297279056324,4.43011776129057,9.41816440340223e-06,0.000349939848806932
"nos1",518.112541822125,3.94931028148378,0.402311736876612,9.81654254520302,9.55650567496857e-23,2.05058720520638e-19
"dio3a",96.947300201625,3.84328033247502,0.652770860156033,5.88764077421648,3.91747450670209e-09,6.10634844234018e-07
"LOC101061291",577.737305578318,3.74450208600048,0.476623305742079,7.85631344688543,3.95604352264858e-15,2.42533725392091e-12
"LOC115250465",14.4215275736983,3.51194052481289,1.16682030428211,3.00983837179078,0.00261386744926852,0.026102180706308
"LOC101063859",132.141764458963,3.446120104935,0.615118648082087,5.60236649576444,2.11444883198983e-08,2.48607045547516e-06
"LOC101078464",67.3488346458582,3.41205816608897,0.906810830153965,3.76270116393476,0.000168088007286641,0.00343091407025266
"LOC101062446",331.412099860108,3.40046202895154,1.22049482234926,2.78613392427687,0.00533408289629499,0.0430690813724364
"slc12a3",138.227294243233,3.27763299040911,0.651140228696234,5.03368221768735,4.81147030547681e-07,3.29058562804043e-05
"LOC101076192",290.602145560532,3.22719560990166,0.397709673079911,8.11445088803065,4.87986335944105e-16,3.80762429218932e-13
"LOC100049644",75.2206722168503,3.14493272766196,0.633387778012903,4.96525641452761,6.86103587988477e-07,4.28654341581527e-05
"acod1",84.2397172722332,3.13532722184036,0.504083068245378,6.21986220000181,4.9759169516757e-10,1.08122266319576e-07
"LOC101061913",29.6415566616135,3.09431119437163,0.78496108102591,3.94199313719796,8.08072892945346e-05,0.00197597995445866
"LOC101070123",308.074795273906,3.05614447935031,0.495278128610811,6.17056216054278,6.80476161104243e-10,1.40735587729102e-07
"LOC101063641",122.018763248947,3.03841173847433,0.520447538802386,5.83807494885285,5.28074030207867e-09,7.55409900212353e-07
"gck",550.429754543968,3.02032629610305,0.348693573389452,8.66183528059945,4.64228832564042e-18,4.98059508737146e-15
"LOC101079131",25.8788172278374,2.99810587083359,0.773915371686534,3.87394536989238,0.000107087428080404,0.00244449839152688
"LOC115248475",60.1666546982409,2.95379113739317,0.619546278013979,4.76766827953815,1.8637031088985e-06,9.4095081080446e-05
"LOC101079420",42.1257332526635,2.9453994682355,0.626757539250649,4.69942407355326,2.60896194818977e-06,0.000125449414012957
"LOC101072347",267.142097420086,2.81092015288412,0.393241990157679,7.14806715263804,8.80082597511388e-13,3.29629402511452e-10
"LOC101075936",15.0851822241083,2.80926543332508,0.92556883067598,3.03517722314975,0.00240394383840011,0.0245339476397005
"LOC101068490",1059.99661948708,2.71903087410499,0.8504396470622,3.19720615507255,0.00138765713103316,0.0164620057438253
"LOC101080232",28.8466573306805,2.68357047461825,0.724777501219331,3.70261282959742,0.000213390407758823,0.00408571530627273
"tdo2",101.784714719905,2.63616832753801,0.682582987069393,3.86204809887828,0.000112440421613566,0.00252968843698359
"LOC115247550",27.0437964810226,2.63050815702366,0.844183086704155,3.11603987150897,0.00183297487152513,0.0202476490634495
"LOC101072013",506.089668410301,2.61913924445676,0.363743975963028,7.20050204961464,5.99912557504862e-13,2.39490673537871e-10
"LOC101077345",305.205479276175,2.60159570024779,0.54002357399902,4.81755950204594,1.45324760946233e-06,7.82020328026029e-05
"gal3st3",15.9140056243594,2.5985490704875,0.953089968641513,2.72644677416062,0.00640202770035555,0.0484555588643313
"ccl19",2916.00773517187,2.58209765481108,0.454209745196738,5.68481341960785,1.30955551078006e-08,1.64512237518841e-06
"LOC105418290",124.77238407606,2.54368726105544,0.416965341247065,6.10047648911958,1.05752737189817e-09,1.99489174351692e-07
"LOC115253391",39.1677332870759,2.51844386521576,0.593208054475637,4.24546471716728,2.18140834389044e-05,0.000692163690041096
"LOC101064717",262.600746826822,2.51796281992509,0.418837924391084,6.01178325383443,1.83493552494734e-09,3.24726837332433e-07
"LOC101063432",719.554474531889,2.50616665106965,0.342441204079904,7.31853124335139,2.50699657862134e-13,1.07587758171535e-10
"LOC105416830",31.8409913904171,2.50228528892825,0.898663715785238,2.784451230171,0.00536183838180395,0.0431916084758548
"LOC115246449",22.2704109611099,2.48713419613043,0.81747305702963,3.04246626202909,0.00234648119480992,0.0241484989149323
"LOC105418188",44.7408459099131,2.47064274840133,0.646917998243076,3.81909725051891,0.000133940953423315,0.00287403800808079
"LOC101070105",86.9529449981603,2.42503033665882,0.649718750211438,3.73243089547537,0.000189640732835223,0.00375475527087593
