"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC101065633",199.656259245707,-1.69307249737044,0.324635849766399,-5.21529738193962,1.83522567361596e-07,1.53952455537656e-05
"eef2k",689.129826681452,-1.24914396129146,0.219215416644994,-5.69824869258339,1.2104439422051e-08,1.56860016436453e-06
"sfxn2",725.512247651811,-1.34389008737982,0.234407027261371,-5.73314760688185,9.85837673718077e-09,1.31185189977089e-06
"LOC101067437",65.6540780252664,-1.95758194327707,0.521738885295535,-3.75203382084164,0.000175405793935645,0.00354237159846974
"LOC101063107",4627.27640856508,-1.30134606003565,0.310013912154431,-4.19770213211397,2.69636959422432e-05,0.000823592178904888
"LOC101070481",153.379949362433,-1.44935010088603,0.356460438125905,-4.06594938980047,4.78373172091832e-05,0.00128175328722934
"LOC115248888",18.2369190155356,-7.66972871953196,1.52829040826959,-5.01850216295998,5.20759072507177e-07,3.51942922781819e-05
"LOC101073428",91.2142210458056,-1.47894938009445,0.444566794944925,-3.3267202969526,0.000878745295010532,0.0118032407935452
"LOC101074391",94.3045092741553,-1.73027437522814,0.438461966010941,-3.94623595512722,7.93893810447338e-05,0.00194890998845726
"mapt",62.6233641480162,-1.35478107434297,0.475663011600989,-2.84819513248054,0.00439679567941092,0.0376248228478404
"LOC105417045",176.035571855431,-2.29219143386036,0.74004776544161,-3.09735606389209,0.00195255191444966,0.0212001936517666
"LOC101075877",52.8505822804914,2.05727494720471,0.542233544934055,3.79407538767249,0.00014819464688933,0.00310611637179761
"LOC101064673",149.481991686335,-1.62880297938782,0.384691242219896,-4.2340526651677,2.29517157145401e-05,0.000723232175132377
"LOC446010",42.9663391568138,-2.7033647124922,0.632910087798978,-4.27132505012439,1.94314936205523e-05,0.000635354322838859
"LOC101079414",108.693722769401,1.7131042356424,0.397795587554298,4.30649381048895,1.65862568250778e-05,0.000563801355760963
"LOC101063773",288.983314991329,1.38787262634847,0.508787545239292,2.72780385316966,0.0063757507331304,0.0483632952209087
"LOC105416874",114.72589024376,-2.11048976831491,0.492243672346236,-4.2874898894189,1.8070347962972e-05,0.000603493371852875
"LOC105417877",140.491957664725,-1.37162702926093,0.332836588139936,-4.12102238196316,3.77194774786425e-05,0.00107200753377215
"LOC101071490",3101.84064244433,-1.7409329977123,0.208915855888277,-8.33317792136999,7.87007534592056e-17,7.64498877657565e-14
"LOC101072158",78.4289576298939,-1.49374507349664,0.493031935496172,-3.02971261282169,0.00244786542184133,0.0248639395451646
"lect2",3557.04330156392,-1.02824153409958,0.221310076164452,-4.64615778874664,3.38174379623029e-06,0.000153094454982567
"LOC101076860",1480.72969109652,1.09698553132927,0.21213437771441,5.17118226262275,2.32617538983966e-07,1.8747007860088e-05
"LOC101073949",187.888114978426,-1.38494463219928,0.323002708777307,-4.28771832113063,1.80517802020432e-05,0.000603493371852875
"oat",3162.91439930141,1.00412661330585,0.317380490719909,3.16379438140073,0.001557267733598,0.0179892718135554
"LOC105418289",53.8660591286719,-2.04790625548356,0.554409026379436,-3.69385446131242,0.000220880252095895,0.00419892625412861
"LOC777946",430.948093386861,1.40007227076547,0.303683044263159,4.61030767839718,4.02073453891421e-06,0.000176521557787727
"ddit4",262.751177073968,-1.4559090665636,0.351165049009215,-4.14593955369801,3.38423104380399e-05,0.000987005328290724
"gpam",348.490790438865,1.24252999763901,0.323832497827147,3.83695276408682,0.000124570421053539,0.00274249795045956
"LOC101063266",122.021602710806,-1.61723943321717,0.388650286362734,-4.16116876782067,3.16622982753749e-05,0.000932272748190542
"LOC101069651",464.424244209466,1.47512620284472,0.343805189625783,4.29058736562509,1.78201161754915e-05,0.000598630360603692
"mtr",91.4293225590556,-1.34095898525369,0.434389471299009,-3.08699697818102,0.00202189652079956,0.021719571762231
"bms1",379.605167772445,1.02500142063875,0.249168149676718,4.11369359193232,3.89378203856773e-05,0.00109227453548297
"LOC101069108",571.89574804285,2.06795583165055,0.32750869753099,6.31420126317372,2.71560341193844e-10,6.38576002319661e-08
"dcxr",253.021684593975,-1.42584443672582,0.272529456177874,-5.23189110169141,1.67784591207143e-07,1.44009514633091e-05
"dhrs7c",37.7141689004322,-2.66242584482239,0.844662982365048,-3.15205697468548,0.0016212463579429,0.018565920600699
"LOC777993",85.0653194540732,-1.39422327281193,0.468373925958966,-2.97673118749585,0.00291339332898681,0.0284640352221899
"pemt",47.6431668960683,-1.67684101972029,0.509750996866642,-3.28952965276688,0.00100354981692082,0.0129428521091381
"LOC101072223",69.8326030723289,-1.26359953220122,0.434987145337425,-2.90491235372261,0.00367355953423592,0.0334892846334009
"LOC101070872",33.0803652718199,2.26889258541042,0.652010847701724,3.47983870729766,0.000501715733734147,0.00767598242894864
"rangap1",475.715458541307,1.11842628692166,0.261569238432544,4.27583263851607,1.90424241026195e-05,0.00062861971566455
"tef",2634.28416212024,1.47508512923968,0.269091602983478,5.48172114211325,4.21207786278447e-08,4.48060064652617e-06
"mrtfb",269.72195759704,1.13047109635852,0.316292838625413,3.57412801779347,0.000351396984301568,0.00593124939284239
"LOC101067147",40.3164160950708,1.91784167116846,0.66765774225635,2.87249222136945,0.00407248104613785,0.0357463340145062
"pgp",382.730820301486,1.21065613030836,0.299906070233853,4.03678434839398,5.41888371887179e-05,0.00141368629054944
"LOC101064528",21.0271518981366,-2.76795134631735,0.976668506870711,-2.83407453690299,0.0045958610996852,0.0387868985433609
"LOC101077687",58.7790739463751,-1.61777524278368,0.541419485405718,-2.98802552621722,0.00280786101956986,0.0276216288034019
"LOC101077463",780.294497628813,1.26066389079465,0.393985604167825,3.19977145727804,0.00137536600641381,0.0163727689778775
"dlx3",18.6470534835656,-3.41362836552472,1.07172481727432,-3.18517245332292,0.00144667769602033,0.0169744834790738
"LOC101070956",77.4229911504947,-1.44426576987667,0.443885742761016,-3.25368812454571,0.00113917269604667,0.0142321968706966
"LOC101069581",511.690161083402,1.51755050122774,0.234456129854748,6.47264160748496,9.63041931293637e-11,2.43111438126273e-08
"decr2",128.514997190376,-1.10163835351855,0.37675173218261,-2.92404323435091,0.00345516753380633,0.0320949166046101
"LOC101072091",30.2539987622581,-2.81273111705394,0.70667196215321,-3.9802500561698,6.88428142272428e-05,0.00172771308336966
"prodh2",1622.25265196668,-1.06928916472525,0.251478680987962,-4.2520072100125,2.11863037853813e-05,0.000674948979659111
"LOC101070955",55.0957996241798,-1.46801180683634,0.504798482521588,-2.90811454008987,0.00363615130489142,0.0332542212572009
"LOC105416228",597.238118640111,1.35478255490627,0.334485901770031,4.05034277300491,5.11426629276148e-05,0.0013499155086146
"LOC101065497",637.436974215256,-1.34119235671566,0.387991472933245,-3.45675730081421,0.000546716998162913,0.00823240700917944
"ddx3x",3747.38284776047,1.55642193039205,0.246620398151355,6.31100242339585,2.77233852513889e-10,6.43107609763976e-08
"clybl",73.7877975900412,-2.18687581488726,0.43862272256543,-4.98577867123845,6.17127587885296e-07,3.95284036329813e-05
"acod1",84.2397172722332,3.13532722184036,0.504083068245378,6.21986220000181,4.9759169516757e-10,1.08122266319576e-07
"cln5",127.917317463954,-1.05798321175394,0.366143517044722,-2.88953146103285,0.00385816398304636,0.0344312480469351
"LOC101076248",16.6939150879037,-4.50796492937329,1.59502415898178,-2.82626749193005,0.00470939191159339,0.0393772145905563
"sytl5",752.625522817265,1.45180706684812,0.283262582387747,5.12530477767373,2.97056822799967e-07,2.26634552008188e-05
"LOC101070644",37.4477111400776,-2.57383974064395,0.610155530112441,-4.21833387328249,2.46114203514133e-05,0.000766750710984322
"LOC115252652",21.312757664568,-2.933031725521,0.846156096945055,-3.46630100061957,0.000527672184723527,0.00799472261514922
"LOC101070411",438.025821493959,1.54573855438274,0.331993476726174,4.65593050088046,3.2252072484558e-06,0.000147613499148535
"LOC101067898",580.815064173807,1.44874592874617,0.276322701045675,5.24294936052575,1.58029921777566e-07,1.3837906832656e-05
"LOC105419020",725.511059409659,1.26878576259855,0.450763281837387,2.81474958968878,0.00488152547360525,0.0404422134555539
"LOC101072010",95.7453340386431,-1.11803014641745,0.405348773286459,-2.75819299353681,0.00581218719382982,0.0457040794179032
"mospd2",760.689949864608,1.03906709417747,0.324698801724644,3.20009525338081,0.0013738217601229,0.0163727689778775
"LOC101078743",39.7895707950969,-2.18532657949935,0.606626045916445,-3.60242787827865,0.000315258883543187,0.00550400599522487
"dock9",403.763259233288,1.22920606300711,0.293040985115424,4.19465578346641,2.73286277153123e-05,0.000830299250850385
"LOC101079420",42.1257332526635,2.9453994682355,0.626757539250649,4.69942407355326,2.60896194818977e-06,0.000125449414012957
"scrn3",163.42898866132,-1.21257670428468,0.31150697216828,-3.89261497373367,9.91694752664192e-05,0.00230175565458654
"dlx2",13.7852962810678,-4.11812105388725,1.36654417839399,-3.01352939699835,0.00258228022160081,0.0258770708021013
"abcb11",599.803966246197,-2.01091311736451,0.427159316583255,-4.70764194832346,2.50598770587927e-06,0.000121222872544274
"dapl1",333.214920022548,-1.17063198379836,0.378876166058868,-3.08974828365549,0.0020032619335667,0.0215869393293195
"ccdc148",48.1691284251836,-2.39477970241068,0.713026310486126,-3.35861337399733,0.000783345806637461,0.010870585381357
"upp2",1767.86250013715,-2.2739385529864,0.247707160304422,-9.17994679762919,4.31304468107831e-20,5.69520961503002e-17
"fmnl2",137.674153279701,-1.01056023646731,0.36051524462992,-2.80309987308493,0.00506139930499929,0.0413930350022
"fam126b",1029.95219499438,1.87229624067012,0.359435813918028,5.20898632849401,1.89875101951695e-07,1.58223106801107e-05
"LOC101064302",1007.4788637175,1.44735933752504,0.284355525171708,5.08996382838368,3.58131823121609e-07,2.58306339315359e-05
"prmt2",85.5013786886504,-1.50506390478201,0.395962837082178,-3.80102313609206,0.000144099844903532,0.00304632750937689
"LOC101065640",177.410601092441,-1.69610177877229,0.321185678184364,-5.28075158381972,1.28655029386529e-07,1.15627865677966e-05
"LOC105417382",1585.31699895637,1.14530611759594,0.220645225140447,5.19071335836486,2.09489917244025e-07,1.70431465374925e-05
"LOC101067523",263.390540749323,1.05651126410502,0.292634483196005,3.6103443878737,0.000305790717697972,0.00536180128703103
"LOC101067668",341.16808604716,2.41786962235777,0.341439875751057,7.08139205193664,1.42713516361564e-12,5.10379212888043e-10
"asic4",51.8923584575995,1.80252836162955,0.5181601138951,3.47870921225415,0.000503834982227929,0.00770154167847251
"LOC101066023",134.325218506352,-1.12547254336786,0.413538698817001,-2.72156522856862,0.00649735610702967,0.0490042244873775
"LOC101065798",79.0489862176111,-1.56604988608808,0.46575603224032,-3.36238240126547,0.000772730319968153,0.0107493425223447
"LOC101061998",2568.36211995422,1.76066143806965,0.291411768745814,6.04183367626925,1.52372497303304e-09,2.74438268786089e-07
"LOC101069872",305.451899343052,1.15222446685274,0.318414412887096,3.61863163292581,0.000296164847817661,0.00524120183261646
"LOC778000",395.939933436459,1.58103713092557,0.385313522157713,4.10324849767001,4.07389271899913e-05,0.00112612628686536
"LOC101076936",303.94370836008,1.47105530732813,0.368450562429685,3.99254461067316,6.53680302812544e-05,0.00165015824677649
"LOC101077390",9.29146472759756,-5.41684769322239,1.88482566825043,-2.87392504488254,0.00405405163897043,0.0356703672850925
"calcrl",213.200375532249,1.00912579446098,0.324825115088675,3.10667416891548,0.0018920481543457,0.0207003815280423
"hsd3b1",56.3148572239746,-3.41548866748378,0.762161065460389,-4.48132136665973,7.41823092251686e-06,0.000290733680401654
"LOC115251527",7.6668957515493,-5.57804202947984,1.95025690604592,-2.86015755780049,0.00423430579585087,0.0367104826181886
"LOC105419239",33.8038832511243,-1.91967963352928,0.650917057704085,-2.9491923906563,0.00318605568629742,0.0302331851359765
"il1r2",45.4531174360696,2.29730574788002,0.644031519064284,3.56707036826052,0.000360994565237754,0.00604148842599086
"hspbap1",79.0457371995135,-2.03117750060754,0.449025964922216,-4.52351903738885,6.08198462330776e-06,0.000246549626850876
"LOC101079876",629.512104230257,1.08560700398956,0.223559453010254,4.85601028885935,1.19774480739917e-06,6.83072669894157e-05
"slc40a1",3978.17245821522,-1.94131690511329,0.200725457242085,-9.67150321531948,3.98481383016873e-22,6.21848310987968e-19
"LOC105418339",272.465861074991,1.82857153893112,0.443760746733289,4.120624801522,3.77846323958421e-05,0.0010720842970364
"pde9a",223.731124495068,-3.56760413968825,0.342931333302996,-10.4032609249389,2.39590794515258e-25,6.85469263108153e-22
"LOC115247480",36.7600781296577,-4.17331016560639,0.809254020673025,-5.15698415948012,2.50959024403334e-07,1.98523622714638e-05
"LOC115247473",27.582191660907,-4.00618907535634,0.892078977170231,-4.49084574110736,7.09409176922009e-06,0.000280967738059369
"LOC101062594",188.415536059667,-1.3261214352442,0.299050292540491,-4.43444286236453,9.23106971075818e-06,0.000343732196648319
"esd",668.872909588262,-1.08770011873805,0.236343901744917,-4.60219244375509,4.18066642056466e-06,0.000181684353861805
"LOC101075936",15.0851822241083,2.80926543332508,0.92556883067598,3.03517722314975,0.00240394383840011,0.0245339476397005
"LOC101069642",1280.48614286021,-5.85753905965532,1.65653842390472,-3.5360115860447,0.000406216877511554,0.00661586235233713
"LOC101069410",450.493668852892,1.12111307708473,0.348289481053242,3.21891167569699,0.00128678114045771,0.01559949509682
"LOC105418272",83.9940358666609,-1.14603965459676,0.402314807347699,-2.84861415405549,0.00439100976390277,0.037618014347225
"LOC101070105",86.9529449981603,2.42503033665882,0.649718750211438,3.73243089547537,0.000189640732835223,0.00375475527087593
"LOC101062446",331.412099860108,3.40046202895154,1.22049482234926,2.78613392427687,0.00533408289629499,0.0430690813724364
"LOC115248883",234.961547729584,2.05518226098815,0.629874101355125,3.26284610935198,0.00110299396583673,0.0139016111729466
"dglucy",425.26512731358,-1.48883798048266,0.363360605957818,-4.0974116513211,4.1779554438769e-05,0.00114933947355113
"odc1",1625.52149353253,2.41463000662815,0.204506540014769,11.8071040977652,3.58704140891112e-32,1.53937882063421e-28
"slc66a3",89.2473120033495,-1.29535069610047,0.467097100177892,-2.77319361564682,0.00555090834805844,0.0442782958656
"adprhl2",157.435409786137,1.0446482448074,0.314729746694061,3.31919132455844,0.000902785521921351,0.0120226658411962
"srsf5",2009.85670244541,1.06693510383569,0.189562900529498,5.62839617275036,1.81892936243625e-08,2.18347842206858e-06
"mapre3",190.329609974988,1.32706275823421,0.399706687122402,3.32009145953523,0.000899879618803207,0.0120119234341958
"pax9",15.798647498535,-5.28624026003204,1.42775414408174,-3.70248637130162,0.000213496832676607,0.00408571530627273
"tmem62",485.159191752522,1.16926808608727,0.316785952760474,3.6910351481758,0.000223343269238794,0.00422702377040037
"ptbp1",2473.3482057356,1.27857449681199,0.23078119603553,5.54020222954018,3.02122550505152e-08,3.30333484202002e-06
"hltf",170.750062107671,-1.15158669315324,0.326258686908868,-3.52967365885005,0.000416072542531397,0.00673166942987177
"LOC101072607",483.213313057477,1.14938115663312,0.28346077008348,4.05481561450152,5.01738641896361e-05,0.00133739837372561
"LOC101077535",204.285423437506,-1.34107723124345,0.408610086973466,-3.28204631749714,0.00103056675558493,0.0131921766788747
